VCB,VN000000VCB4,BBG000BM8HL9,"88,20","76,80","82,50","83,00","83,00","0,50","0,61","82,70","83,50","83,06","12.224,00","101.531,45"
VCF,VN000000VCF5,BBG001F4FT84,"255,70","222,30","239,00","0,00","0,00","-239,00","-100,00","0,00","0,00","0,00","0,00","0,00"
VCG,VN000000VCG3 ,BBG000BLCJY8,"46,65","40,55","43,60","43,60","44,05","0,45","1,03","43,60","44,60","44,11","38.843,00","171.317,10"
VCI,VN000000VCI9,BBG0073XTVS8,"62,80","54,60","58,70","59,50","58,90","0,20","0,34","58,90","60,30","59,66","15.575,00","92.913,39"
VDP,VN000000VDP2,BBG00H5S8Y48,"42,50","37,00","39,75","39,40","39,70","-0,05","-0,13","39,25","39,75","39,43","9,00","35,49"
VDS,VN000000VDS6,BBG000VVXNW4,"40,45","35,25","37,85","38,00","37,70","-0,15","-0,40","37,60","38,50","37,92","2.074,00","7.864,44"
VFG,VN000000VFG6,BBG000Q13YK8,"73,40","63,80","68,60","0,00","0,00","-68,60","-100,00","0,00","0,00","0,00","0,00","0,00"
VGC,VN000000VGC3,BBG003QTXY19,"53,00","46,10","49,55","50,00","50,60","1,05","2,12","49,60","51,10","50,43","6.692,00","33.750,14"
VHC,VN000000VHC1,BBG000V0W6Y8,"91,50","79,70","85,60","86,50","84,80","-0,80","-0,93","83,20","86,50","84,55","8.992,00","76.023,41"
VHM,VN000000VHM0,BBG00KMYS8Q0,"79,30","69,10","74,20","74,00","74,00","-0,20","-0,27","73,90","75,80","74,66","28.696,00","214.241,39"
VIB,VN000000VIB1,BBG00FP4X0Q5,"47,10","41,00","44,05","44,60","44,20","0,15","0,34","44,20","44,90","44,50","5.604,00","24.938,79"
VIC,VN000000VIC9,BBG000TD3TM8,"83,50","72,70","78,10","78,30","78,40","0,30","0,38","77,30","78,50","77,99","25.659,00","200.109,29"
VID,VN000000VID7,BBG000QMX6H4,"11,75","10,25","11,00","11,20","11,00","0,00","0,00","10,90","11,20","11,00","292,00","321,20"
VIP,VN000000VIP1,BBG000QGPMH1,"13,05","11,35","12,20","12,00","12,10","-0,10","-0,82","12,00","12,30","12,15","4.204,00","5.106,00"
VIS,VN000000VIS5,BBG000QMX9P9,"17,30","15,10","16,20","16,30","16,20","0,00","0,00","16,05","16,30","16,18","48,00","77,69"
VIX,VN000000VIX5,,"23,55","20,55","22,05","22,30","21,95","-0,10","-0,45","21,90","22,30","22,05","18.476,00","40.731,53"
VJC,VN000000VJC7,BBG00FPBTP52,"157,20","136,80","147,00","146,00","145,00","-2,00","-1,36","144,00","147,00","144,87","10.069,00","145.866,11"
VMD,VN000000VMD9,BBG0014VX2F7,"36,80","32,00","34,40","34,40","33,50","-0,90","-2,62","33,50","34,40","33,72","383,00","1.291,41"
VND,VN000000VND7,BBG000QK2110,"34,80","30,30","32,55","33,00","32,10","-0,45","-1,38","32,00","33,00","32,36","60.995,00","197.362,23"
VNE,VN000000VNE5,BBG000RTSN50,"19,00","16,60","17,80","18,00","17,75","-0,05","-0,28","17,70","18,20","17,91","4.615,00","8.263,25"
VNG,VN000000VNG0,BBG000Q08635,"19,00","16,60","17,80","17,90","17,80","0,00","0,00","17,70","18,30","17,91","2.076,00","3.717,67"
VNL,VN000000VNL0,BBG000NX0H67,"27,70","24,10","25,90","25,45","25,70","-0,20","-0,77","25,45","25,90","25,73","57,00","146,67"
VNM,VN000000VNM8,BBG000BF6NK4,"82,70","71,90","77,30","77,60","76,40","-0,90","-1,16","76,40","77,80","77,22","13.544,00","104.581,25"
VNS,VN000000VNS5,BBG000HG0KH2,"11,85","10,35","11,10","11,10","11,45","0,35","3,15","11,00","11,50","11,37","122,00","138,67"
VOS,VN000000VOS3,BBG0015NLBK1,"22,05","19,25","20,65","20,80","20,30","-0,35","-1,69","20,10","20,85","20,42","18.586,00","37.948,04"
VPB,VN000000VPB6,BBG00GT7TTC9,"39,35","34,25","36,80","36,95","36,45","-0,35","-0,95","36,45","37,10","36,73","82.450,00","302.867,55"
VPD,VN000000VPD2,BBG00CMXYXQ8,"18,90","16,50","17,70","17,65","17,95","0,25","1,41","17,65","18,00","17,87","230,00","410,93"
VPG,VN000000VPG5,BBG00HK82J35,"65,50","57,10","61,30","61,50","61,20","-0,10","-0,16","61,20","61,90","61,45","3.679,00","22.606,87"
VPH,VN000000VPH3,BBG000P65NG5,"16,45","14,35","15,40","15,50","16,20","0,80","5,19","15,50","16,20","16,00","11.059,00","17.693,53"
VPI,VN000000VPI1,BBG00JC6HXV6,"66,30","57,70","62,00","61,90","61,50","-0,50","-0,81","61,20","63,00","61,73","12.104,00","74.723,25"
VPS,VN000000VPS0,BBG009RT5X54,"15,60","13,60","14,60","14,60","14,70","0,10","0,68","14,55","14,90","14,68","31,00","45,50"
VRC,VN000000VRC0,BBG000PYVR12,"27,90","24,30","26,10","26,80","25,80","-0,30","-1,15","25,20","26,90","25,83","3.812,00","9.846,99"
VRE,VN000000VRE6,BBG00HY225V2,"33,95","29,55","31,75","32,00","32,25","0,50","1,57","31,95","32,25","32,11","24.873,00","79.870,96"
VSC,VN000000VSC8,BBG000V1Z2S9,"47,80","41,60","44,70","44,70","44,50","-0,20","-0,45","43,90","44,70","44,34","9.063,00","40.185,23"
VSH,VN000000VSH7,BBG000KLZ2K5,"30,70","26,70","28,70","28,50","28,80","0,10","0,35","28,35","28,80","28,75","276,00","793,43"
VSI,VN000000VSI5,BBG001BLD8V2,"23,50","20,50","22,00","23,50","23,40","1,40","6,36","23,40","23,50","23,45","6,00","14,07"
VTB,VN000000VTB8,BBG000QMXCB7,"12,80","11,20","12,00","12,00","12,00","0,00","0,00","12,00","12,00","12,00","32,00","38,40"
VTO,VN000000VTO1,BBG000TH61W6,"16,65","14,55","15,60","15,80","15,20","-0,40","-2,56","14,90","15,80","15,21","7.716,00","11.735,92"
YBM,VN000000YBM7,BBG00LPN2JJ1,"10,35","9,03","9,70","9,70","9,77","0,07","0,72","9,68","9,79","9,71","464,00","450,49"
YEG,VN000000YEG3,BBG00KZYHN85,"29,10","25,30","27,20","27,25","29,10","1,90","6,99","27,20","29,10","28,32","6.442,00","18.242,80"
